pid,night_number,condition,episode_index,train_index,disruptive_took_place,disruptive_start_epoch_sec,first_induction_epoch_sec,train_end_epoch_sec,train_duration_sec,induction_cues_count
379882713876,13,3,7,0,True,25538,25657,25683,,9
379882713876,7,1,0,0,True,19036,19155,19156,120,1
379882713876,7,1,3,0,True,20127,20246,20301,174,11
379882713876,7,1,7,0,True,23232,23351,23352,120,1
379882713876,7,1,9,0,True,25369,25488,25499,130,3
379882713876,7,1,13,0,True,30684,,30777,93,0
379882713876,14,7,17,0,True,24884,25003,25004,120,1
379882713876,12,5,1,0,False,15405,15524,15538,133,5
379882713876,12,5,1,1,False,15837,15957,15975,138,6
379882713876,12,5,1,2,False,15975,16094,16141,166,16
379882713876,12,5,4,0,False,17023,17142,17143,120,1
379882713876,12,5,8,0,False,19182,19301,19330,148,10
379882713876,11,7,1,0,True,16855,16974,16975,120,1
379882713876,11,7,4,0,True,17742,17861,17862,120,1
379882713876,11,7,8,0,True,18196,18315,18356,160,9
379882713876,11,7,10,0,True,19689,19808,19848,159,8
379882713876,11,7,15,0,True,20763,20882,20953,190,15
389132113316,2,2,0,0,True,14597,14717,14718,121,1
389132113316,3,2,0,0,True,14597,14717,14718,121,1
389132113316,5,7,1,0,True,20188,20308,20334,146,9
389132113316,4,2,0,0,True,14597,14717,14718,121,1
389242743596,15,5,0,0,False,16256,16376,16378,122,1
389242743596,15,5,0,1,False,16678,16798,16799,121,1
389242743596,15,5,1,0,False,16930,17050,17137,207,29
389242743596,15,5,1,1,False,17137,17257,17262,125,2
389242743596,15,5,2,0,False,18413,18533,18538,125,2
389242743596,8,6,0,0,True,20975,21095,21096,121,1
389242743596,8,6,3,0,True,21668,21788,21875,207,29
389242743596,8,6,3,1,True,21875,,21902,27,0
389242743596,10,1,0,0,True,14521,14641,14664,143,8
389242743596,10,1,2,0,True,16625,16745,16746,121,1
389242743596,20,7,2,0,True,16163,16283,16284,121,1
389242743596,14,5,0,0,False,14521,14641,14728,207,29
389242743596,14,5,0,1,False,14728,14848,14913,185,22
389242743596,14,5,0,2,False,15213,15333,15396,183,21
389242743596,14,5,1,0,False,16137,16257,16337,200,27
389242743596,14,5,2,0,False,17329,17449,17536,207,29
389242743596,23,4,0,0,False,17000,17120,17179,179,13
389242743596,16,3,0,0,True,16520,16640,16641,,1
389242743596,24,4,0,0,False,15129,15249,15376,247,29
389242743596,24,4,0,1,False,15376,15496,15565,189,16
389242743596,24,4,1,0,False,16065,16185,16227,162,9
389242743596,24,4,3,0,False,17062,17182,17184,122,1
389242743596,24,4,3,1,False,17484,17604,17634,150,6
389242743596,11,4,0,0,False,19940,20060,20085,145,6
389242743596,13,5,1,0,False,15845,15965,16052,207,29
389242743596,13,5,1,1,False,16052,16172,16259,207,29
